name,parent_name,desc,rank
gi-K-J4F,gi-K-9CB,"Allactaginae Vinogradov, 1925",subfamily
gi-K-9CB,gi-K-537,"Dipodidae Fischer de Waldheim, 1817",family
gi-K-537,gi-K-622X6,"Dipodoidea Fischer de Waldheim, 1817",superfamily
gi-K-3WHSM,gi-K-5HH3,"Lybius vieilloti (Leach, 1815)",species
gi-K-5HH3,gi-K-7NJKP,"Lybius Hermann, 1783",genus
gi-K-7NJKP,gi-K-3TR,Lybiidae,family
gi-K-35HVS,gi-K-44GH,"Dicaeum vulneratum Wallace, 1863",species
gi-K-44GH,gi-K-6248X,"Dicaeum Cuvier, 1816",genus
gi-K-6248X,gi-K-3RL,"Dicaeidae Bonaparte, 1853",family
gi-K-6NJB8,gi-K-57T4,Keckiella corymbosa (Benth.) Straw,species
gi-K-57T4,gi-K-7NLP6,Keckiella Straw,genus
gi-K-3H5NX,gi-K-4QM8,"Grallaria milleri Chapman, 1912",species
gi-K-4QM8,gi-K-623N8,"Grallaria Vieillot, 1816",genus
gi-K-623N8,gi-K-3RL,"Grallariidae P. L. Sclater & O. Salvin, 1873",family
gi-K-6HYJ,gi-K-K3W,Parnassia L.,genus
gi-K-K3W,gi-K-626CD,Parnassioideae Arn.,subfamily
gi-K-626CD,gi-K-BMH4S,Parnassiaceae Martinov,family
gi-K-BMH4S,gi-K-MG,Celastrales Link,order
gi-K-6Q422,gi-K-5DRX,"Leuciscus bearnensis (Blanchard, 1866)",species
gi-K-5DRX,gi-K-6248Q,Leuciscus,genus
gi-K-6248Q,gi-K-334,Cyprinidae,family
gi-K-334,gi-K-BXVWY,Cypriniformes,order
gi-K-6QMP9,gi-K-5GBZ,"Lonchura leucogastroides (Moore, 1858)",species
gi-K-5GBZ,gi-K-623Q5,"Lonchura Sykes, 1832",genus
gi-K-6TRF2,gi-K-6HYL,"Parnassius epaphus Oberthür, 1879",species
gi-K-6HYL,gi-K-DX5,Parnassius,genus
gi-K-3LZNX,gi-K-636V8,"Hippocampus pusillus Fricke, 2004",species
gi-K-636V8,gi-K-GV4,Hippocampus,genus
gi-K-GV4,gi-K-46T,Syngnathidae,family
gi-K-46T,gi-K-BXVWY,Syngnathiformes,order
gi-K-5YCPQ,gi-K-3P65,Chorizanthe palmeri S. Watson,species
gi-K-3P65,gi-K-93LT4,Chorizanthe R. Br. ex Benth.,genus
gi-K-93LT4,gi-K-627KD,Eriogonoideae Arn.,subfamily
gi-K-627KD,gi-K-BMH4R,Polygonaceae Juss.,family
gi-K-BMH4R,gi-K-MG,Caryophyllales Juss. ex Bercht. & J. Presl,order
gi-K-3HNXG,gi-K-62TXY,"Gygis alba (Sparrman, 1786)",species
gi-K-62TXY,gi-K-BSK,"Gygis Wagler, 1832",genus
gi-K-BSK,gi-K-X3,Laridae,family
gi-K-X3,gi-K-V2,Charadriiformes,order
gi-K-TZLB,gi-K-3MXL,"Chilabothrus monensis (Zenneck, 1898)",species
gi-K-3MXL,gi-K-87CDR,Chilabothrus,genus
gi-K-87CDR,gi-K-79Q,Boinae,subfamily
gi-K-79Q,gi-K-8GK5S,Boidae,family
gi-K-8GK5S,gi-K-BXVXG,Booidea,superfamily
gi-K-38LPN,gi-K-49PG,"Echiopsis curta (Schlegel, 1837)",species
gi-K-49PG,gi-K-87CJ2,Echiopsis,genus
gi-K-7269N,gi-K-5DXH,"Leucopternis schistaceus (Sundevall, 1850)",species
gi-K-5DXH,gi-K-5W6,"Leucopternis Kaup, 1847",genus
gi-K-5W6,gi-K-MB,"Accipitridae Vigors, 1824",family
gi-K-MB,gi-K-V2,Accipitriformes,order
gi-K-PDML,gi-K-62J5Y,"Calamonastides gracilirostris (Ogilvie-Grant, 1906)",species
gi-K-62J5Y,gi-K-5YC,"Calamonastides Grant & Mackworth-Praed, 1940",genus
gi-K-5YC,gi-K-3RL,"Acrocephalidae Salvin, 1882",family
gi-K-564N6,gi-K-7VBD,Thaspium barbinode (Michx.) Nutt.,species
gi-K-7VBD,gi-K-J5W,Thaspium Nutt.,genus
gi-K-3GK6H,gi-K-4PJ3,Gnaphalium exilifolium A. Nelson,species
