name,parent_name,desc,rank
gi-G-3P47B,gi-G-532G,"Hypsipetes philippinus (J. R. Forster, 1795)",species
gi-G-532G,gi-G-FFJ,"Hypsipetes Vigors, 1831",genus
gi-G-FFJ,gi-G-3RL,"Pycnonotidae G. R. Gray, 1840",family
gi-G-73GNK,gi-G-63B9N,Miconia crenata (Vahl) Michelang.,species
gi-G-63B9N,gi-G-JVV,Miconia Ruiz & Pav.,genus
gi-G-JVV,gi-G-CK9,Melastomatoideae Ser. ex DC.,subfamily
gi-G-CK9,gi-G-BMGVG,Melastomataceae Juss.,family
gi-G-3QYJX,gi-G-577G,Kalanchoe gastonis-bonnieri Raym.-Hamet & H. Perrier,species
gi-G-577G,gi-G-JRT,Kalanchoe Adans.,genus
gi-G-JRT,gi-G-8N6,Kalanchoideae A. Berger,subfamily
gi-G-8N6,gi-G-B7VS8,Crassulaceae J. St.-Hil.,family
gi-G-B7VS8,gi-G-MG,Saxifragales Bercht. & J. Presl,order
gi-G-3B4NB,gi-G-62RM7,Eriogonum eremicola Howell & Reveal,species
gi-G-62RM7,gi-G-93LT4,Eriogonum Michx.,genus
gi-G-93LT4,gi-G-627KD,Eriogonoideae Arn.,subfamily
gi-G-6YTS8,gi-G-63SD9,Solanum campechiense L.,species
gi-G-63SD9,gi-G-628NX,Solanum L.,genus
gi-G-628NX,gi-G-626XM,Solanoideae Burnett,subfamily
gi-G-626XM,gi-G-B7VXK,Solanaceae Juss.,family
gi-G-B7VXK,gi-G-MG,Solanales Juss. ex Bercht. & J. Presl,order
gi-G-3F38D,gi-G-62T4M,"Galea spixii (Wagler, 1831)",species
gi-G-62T4M,gi-G-6275J,"Galea Meyen, 1832",genus
gi-G-6275J,gi-G-7TR,"Caviinae Fischer de Waldheim, 1817",subfamily
gi-G-7TR,gi-G-4L7,"Caviidae Fischer de Waldheim, 1817",family
gi-G-4L7,gi-G-4DX,"Hystricognathi Brandt, 1855",infraorder
gi-G-4DX,gi-G-B6L6L,"Hystricomorpha Brandt, 1855",suborder
gi-G-7DM2Z,gi-G-84Z3,Unonopsis pacifica R. E. Fr.,species
gi-G-84Z3,gi-G-6FB,Unonopsis,genus
gi-G-6FB,gi-G-3HL,Annonaceae,family
gi-G-3HL,gi-G-MG,Magnoliales,order
gi-G-Z4ZN,gi-G-3V6D,"Cranioleuca demissa (Salvin & Godman, 1884)",species
gi-G-3V6D,gi-G-6245S,"Cranioleuca Reichenbach, 1853",genus
gi-G-6XB75,gi-G-63RMC,Salicornia pacifica Standl.,species
gi-G-63RMC,gi-G-93LTL,Salicornia L.,genus
gi-G-93LTL,gi-G-68Z,Salicornioideae Luerss.,subfamily
gi-G-68Z,gi-G-BMH4R,Amaranthaceae Juss.,family
gi-G-4TJXK,gi-G-643JJ,Rubus densissimus H. A. & T. Davis,species
gi-G-643JJ,gi-G-628NC,Rubus L.,genus
gi-G-B9JZK,gi-G-B8VJF,Dryopteris goldieana (Hook. ex Goldie) A. Gray,species
gi-G-B8VJF,gi-G-B8X3F,Dryopteris Adans.,genus
gi-G-B8X3F,gi-G-B8TXK,Dryopteridoideae B. K. Nayar,subfamily
gi-G-B8TXK,gi-G-B8TXB,Dryopteridaceae Herter,family
gi-G-B8TXB,gi-G-GV,Polypodiales Link,order
gi-G-5YWGK,gi-G-3Q97,"Cisticola melanurus (Cabanis, 1882)",species
gi-G-3Q97,gi-G-89S,"Cisticola Kaup, 1829",genus
gi-G-89S,gi-G-3RL,"Cisticolidae Sundevall, 1872",family
gi-G-BNPFL,gi-G-44G2Y,Mosiera elliptica subsp. camarioca (C. Wright) Borhidi,subspecies
gi-G-44G2Y,gi-G-5VDS,Mosiera elliptica (C. Wright) Bisse,species
gi-G-5VDS,gi-G-JY4,Mosiera Small,genus
gi-G-JY4,gi-G-D48,Myrtoideae Sweet,subfamily
gi-G-D48,gi-G-BMGVG,Myrtaceae Juss.,family
gi-G-3VDKH,gi-G-7PMWX,"Liropus minusculus Guerra-García & Hendrycks, 2013",species
gi-G-7PMWX,gi-G-7ZJM5,"Liropus Mayer, 1890",genus
gi-G-7ZJM5,gi-G-7NGC3,"Caprellinae Leach, 1814",subfamily
gi-G-7NGC3,gi-G-7NFM9,"Caprellidae Leach, 1814",family
gi-G-7NFM9,gi-G-7ZJKC,"Caprelloidea Leach, 1814",superfamily
gi-G-7ZJKC,gi-G-7ZJK2,"Caprellidira Leach, 1814 () sensu Lowry & Myers, 2013",parvorder
gi-G-7ZJK2,gi-G-7ZJJV,"Corophiida Leach, 1814 () sensu Lowry & Myers, 2013",infraorder
gi-G-7ZJJV,gi-G-BMGVN,"Senticaudata Lowry & Myers, 2013",suborder
gi-G-BMGVN,gi-G-MC,"Amphipoda Latreille, 1816",order
gi-G-5BJKQ,gi-G-86WB,"Vireo gracilirostris Sharpe, 1890",species
gi-G-86WB,gi-G-626RC,"Vireo Vieillot, 1808",genus
gi-G-626RC,gi-G-3RL,Vireonidae,family
gi-G-6ZXPQ,gi-G-7P7J,"Streptopelia bitorquata (Temminck, 1809)",species
gi-G-GCMM,gi-G-62D5S,"Ardeola rufiventris (Sundevall, 1850)",species
gi-G-62D5S,gi-G-J6C,"Ardeola F. Boie, 1822",genus
gi-G-4CK2K,gi-G-6DFM,"Papilio alexanor Esper, 1800",species
gi-G-6DFM,gi-G-DX5,Papilio,genus
gi-G-4S4FP,gi-G-78F6,"Rhaphidura sabini (J. E. Gray, 1829)",species
gi-G-78F6,gi-G-J5Z,"Rhaphidura Oates, 1883",genus
gi-G-J5Z,gi-G-6L5,Apodinae,subfamily
gi-G-6L5,gi-G-Q9,Apodidae,family
gi-G-5CZX2,gi-G-648XD,Zeltnera exaltata (Griseb.) G. Mans.,species
gi-G-648XD,gi-G-6247C,Zeltnera G. Mans.,genus
gi-G-6247C,gi-G-BMGVQ,Gentianaceae Juss.,family
gi-G-3ZSN5,gi-G-5P63,"Menura alberti Bonaparte, 1850",species
gi-G-5P63,gi-G-CLM,"Menura Latham, 1802",genus
gi-G-CLM,gi-G-3RL,Menuridae,family
gi-G-ZK5C,gi-G-3W2V,"Crocidura lamottei Heim de Balsac, 1968",species
gi-G-3V7HP,gi-G-5F5X,"Liopropoma emanueli Wirtz & Schliewen, 2012",species
gi-G-5F5X,gi-G-G8R,Liopropoma,genus
gi-G-G8R,gi-G-PC,Serranidae,family
gi-G-4RFL8,gi-G-774N,Ranunculus alismifolius Geyer ex Benth.,species
gi-G-774N,gi-G-K95,Ranunculus L.,genus
gi-G-K95,gi-G-FJR,Ranunculoideae Arn.,subfamily
gi-G-FJR,gi-G-B7VXX,Ranunculaceae Juss.,family
gi-G-B7VXX,gi-G-MG,Ranunculales Juss. ex Bercht. & J. Presl,order
gi-G-7NVDV,gi-G-5B773,Veronica peregrina var. xalapensis (Kunth) H. St. John,variety
gi-G-5B773,gi-G-63VMN,Veronica peregrina L.,species
gi-G-63VMN,gi-G-7NLQD,Veronica L.,genus
gi-G-7NLQD,gi-G-6262K,Digitalidoideae (Dumort.) Luerss.,subfamily
gi-G-6262K,gi-G-BMGTX,Plantaginaceae Juss.,family
gi-G-7X8KP,gi-G-7Q6TY,"Yungipicus maculatus (Scopoli, 1786)",species
gi-G-7Q6TY,gi-G-K5T,"Yungipicus Bonaparte, 1854",genus
gi-G-RYRV,gi-G-62KF2,Ceanothus leucodermis Greene,species
gi-G-62KF2,gi-G-FN6,Ceanothus L.,genus
gi-G-FN6,gi-G-BMGVT,Rhamnaceae Juss.,family
gi-G-6K5X,gi-G-JMN,"Pekania Gray, 1865",genus
gi-G-JMN,gi-G-CZT,"Guloninae Gray, 1825",subfamily
gi-G-CZT,gi-G-4CT,"Mustelidae Fischer, 1817",family
gi-G-4CT,gi-G-B6L7F,"Caniformia Kretzoi, 1938",suborder
gi-G-B6L7F,gi-G-LG,"Carnivora Bowdich, 1821",order
gi-G-6JZJD,gi-G-4MGL,Gaultheria hispidula (L.) Muhl. ex Bigelow,species
gi-G-4MGL,gi-G-93LTS,Gaultheria Kalm ex L.,genus
gi-G-93LTS,gi-G-623P8,Vaccinioideae Arn.,subfamily
gi-G-623P8,gi-G-625QY,Ericaceae Juss.,family
gi-G-625QY,gi-G-MG,Ericales,order
gi-G-3B4SY,gi-G-62RM7,Eriogonum nortonii Greene,species
gi-G-9CZ3S,gi-G-9CLKY,"Pandalus eous Makarov, 1935",species
gi-G-9CLKY,gi-G-9CJDB,"Pandalus Leach, 1814",genus
gi-G-9CJDB,gi-G-BRKNX,"Pandalidae Haworth, 1825",family
gi-G-BRKNX,gi-G-BMJWT,"Pandaloidea Haworth, 1825",superfamily
gi-G-BMJWT,gi-G-7NFJ8,"Caridea Dana, 1852",infraorder
gi-G-ZK73,gi-G-3W2V,"Crocidura picea Sanderson, 1940",species
gi-G-7DXCS,gi-G-63W9N,"Uroplatus henkeli Böhme & Ibisch, 1990",species
gi-G-63W9N,gi-G-6247T,Uroplatus,genus
gi-G-6247T,gi-G-87BW6,Gekkonidae,family
gi-G-87BW6,gi-G-BXVXG,Gekkota,superfamily
gi-G-8LZS4,gi-G-8PQT8,"Myotis (Pizonyx) ciliolabrum (Merriam, 1886)",species
gi-G-8PQT8,gi-G-5WGF,"Pizonyx Miller, 1906",subgenus
gi-G-5WGF,gi-G-JXX,"Myotis Kaup, 1829",genus
gi-G-JXX,gi-G-HTH,"Myotinae Tate, 1942",subfamily
gi-G-HTH,gi-G-5T9,"Vespertilionidae Gray, 1821",family
gi-G-5T9,gi-G-4FX,"Vespertilionoidea Gray, 1821",superfamily
gi-G-4FX,gi-G-B6L7G,"Yangochiroptera Koopman, 1984",suborder
gi-G-3264H,gi-G-62PXK,"Ctenomys argentinus Contreras & Berry, 1982",species
gi-G-62PXK,gi-G-8RV,"Ctenomys Blainville, 1826",genus
gi-G-8RV,gi-G-4L7,"Ctenomyidae Lesson, 1842",family
gi-G-64M8G,gi-G-NC3,"Acrocephalus atyphus (Wetmore, 1919)",species
gi-G-NC3,gi-G-5YC,"Acrocephalus J. A. Naumann & J. F. Naumann, 1811",genus
gi-G-5YC,gi-G-3RL,"Acrocephalidae Salvin, 1882",family
gi-G-6J7JL,gi-G-4KDM,Flaveria brownii A. M. Powell,species
gi-G-4L8WD,gi-G-63NF5,Polygonella americana (Fisch. & C. A. Mey.) Small,species
gi-G-63NF5,gi-G-93LTK,Polygonella Michx.,genus
gi-G-99P6T,gi-G-99F8S,Jacaranda arborea Urb.,species
gi-G-99F8S,gi-G-99CSX,Jacaranda Juss.,genus
gi-G-99CSX,gi-G-BMGTX,Bignoniaceae Juss.,family
gi-G-6B9TQ,gi-G-3V2C,"Coua serriana Pucheran, 1845",species
gi-G-3V2C,gi-G-K4S,"Coua Schinz, 1821",genus
gi-G-K4S,gi-G-8S7,Phaenicophaeinae,subfamily
gi-G-8S7,gi-G-32K,Cuculidae,family
gi-G-32K,gi-G-V2,Cuculiformes,order
gi-G-4H7X3,gi-G-6PPG,"Phyllomyias burmeisteri Cabanis & Heine, 1859",species
gi-G-6PPG,gi-G-HMW,"Phyllomyias Cabanis & Heine, 1859",genus
gi-G-42QCW,gi-G-5RD3,Micranthes aprica (Greene) Small,species
gi-G-5RD3,gi-G-6278B,Micranthes Haw.,genus
gi-G-6278B,gi-G-B7VS8,Saxifragaceae Juss.,family
gi-G-6HGL5,gi-G-4GT4,"Eurylaimus javanicus Horsfield, 1821",species
gi-G-4GT4,gi-G-JKC,"Eurylaimus Horsfield, 1821",genus
gi-G-JKC,gi-G-9Z7,Eurylaiminae,subfamily
gi-G-9Z7,gi-G-3RL,Eurylaimidae,family
gi-G-4GVQH,gi-G-6PBG,Phryma leptostachya L.,species
gi-G-6PBG,gi-G-625ZW,Phryma L.,genus
gi-G-79ZGM,gi-G-7F44,Sedum oblanceolatum R. T. Clausen,species
gi-G-7F44,gi-G-KBM,Sedum L.,genus
gi-G-KBM,gi-G-8N6,Sempervivoideae Arn.,subfamily
gi-G-3LKLQ,gi-G-4X5Q,"Hieraaetus morphnoides (Gould, 1841)",species
gi-G-4X5Q,gi-G-5W6,"Hieraaetus Kaup, 1844",genus
gi-G-3CZ9G,gi-G-4GJK,"Eurema hecabe (Linnaeus, 1758)",species
gi-G-4GJK,gi-G-625MK,Eurema,genus
gi-G-625MK,gi-G-5G9,Pieridae,family
gi-G-4KPNX,gi-G-6TBH,"Podiceps grisegena (Boddaert, 1783)",species
gi-G-6TBH,gi-G-627FZ,"Podiceps Latham, 1787",genus
gi-G-627FZ,gi-G-3V6,"Podicipedidae Bonaparte, 1831",family
gi-G-3V6,gi-G-V2,Podicipediformes,order
gi-G-7K2D,gi-G-K7P,Spatalla Salisb.,genus
gi-G-K7P,gi-G-F4J,Proteoideae Eaton,subfamily
gi-G-F4J,gi-G-B7VXW,Proteaceae Juss.,family
gi-G-B7VXW,gi-G-MG,Proteales Juss. ex Bercht. & J. Presl,order
gi-G-6FLMQ,gi-G-4CMG,"Eothenomys cachinus (Thomas, 1921)",species
gi-G-4CMG,gi-G-B6MFZ,"Eothenomys Miller, 1896",genus
gi-G-77KMQ,gi-G-6QRZ,"Piprites chloris (Temminck, 1822)",species
gi-G-6QRZ,gi-G-8MB,"Piprites Cabanis, 1847",genus
gi-G-3KRM5,gi-G-62VK6,"Hemiphaga novaeseelandiae (J. F. Gmelin, 1789)",species
gi-G-62VK6,gi-G-KFV,"Hemiphaga Bonaparte, 1854",genus
gi-G-KFV,gi-G-8GD,Treroninae,subfamily
gi-G-5623R,gi-G-7V6B,Thalictrum alpinum L.,species
gi-G-7V6B,gi-G-628B2,Thalictrum L.,genus
gi-G-628B2,gi-G-FJR,Thalictroideae Raf.,subfamily
gi-G-F8SY,gi-G-Y55,"Apathya yassujica (Nilson, Rastegar-Pouyani, Rastegar-Pouyani & Andrén, 2003)",species
gi-G-Y55,gi-G-6258X,Apathya,genus
gi-G-3BKH6,gi-G-633F5,"Estrilda rufibarba (Cabanis, 1851)",species
gi-G-633F5,gi-G-623Q5,"Estrilda Swainson, 1827",genus
gi-G-623Q5,gi-G-3RL,"Estrildidae Bonaparte, 1850",family
gi-G-44Q5M,gi-G-5VVQ,"Muscicapa comitata (Cassin, 1857)",species
gi-G-5VVQ,gi-G-CZN,"Muscicapa Brisson, 1760",genus
gi-G-3LZLJ,gi-G-636V8,"Hippocampus fisheri Jordan & Evermann, 1903",species
gi-G-636V8,gi-G-GV4,Hippocampus,genus
gi-G-GV4,gi-G-46T,Syngnathidae,family
gi-G-46T,gi-G-BXVWY,Syngnathiformes,order
gi-G-5VWZ9,gi-G-34Z7,"Atheris matildae Menegon, Davenport & Howell, 2011",species
gi-G-34Z7,gi-G-87CPV,Atheris,genus
gi-G-87CPV,gi-G-6273B,Viperinae,subfamily
gi-G-6273B,gi-G-BXVXG,Viperidae,family
gi-G-6CHB5,gi-G-42R2,Delphinium gracilentum Greene,species
gi-G-42R2,gi-G-K95,Delphinium L.,genus
gi-G-45B5J,gi-G-8PMTT,"Myrmecophilus (Myrmecophilus) pergandei Bruner, 1884",species
gi-G-8PMTT,gi-G-8NSS5,"Myrmecophilus (Myrmecophilus) Berthold, 1827",subgenus
gi-G-8NSS5,gi-G-8PMTP,"Myrmecophilus Berthold, 1827",genus
gi-G-8PMTP,gi-G-8NKY9,"Myrmecophilini Saussure, 1874",tribe
gi-G-8NKY9,gi-G-8NKN5,"Myrmecophilinae Saussure, 1874",subfamily
gi-G-8NKN5,gi-G-8NKGB,"Myrmecophilidae Saussure, 1874",family
gi-G-8NKGB,gi-G-8NKFV,"Gryllotalpoidea Leach, 1815",superfamily
gi-G-8NKFV,gi-G-8NKFN,"Gryllidea Vickery, 1977",infraorder
gi-G-8NKFN,gi-G-B7VSM,"Ensifera Chopard, 1921",suborder
gi-G-B7VSM,gi-G-H6,"Orthoptera Latreille, 1810",order
gi-G-PW67,gi-G-3FQ7,"Callosciurus quinquestriatus (Anderson, 1871)",species
gi-G-3FQ7,gi-G-J9G,"Callosciurus Gray, 1867",genus
gi-G-J9G,gi-G-G48,"Callosciurinae Pocock, 1923",subfamily
gi-G-G48,gi-G-4FD,"Sciuridae Fischer de Waldheim, 1817",family
gi-G-4FD,gi-G-B6L6L,"Sciuromorpha Brandt, 1855",suborder
gi-G-6LBBG,gi-G-4TDW,"Haplochelidon andecola (Orbigny & Lafresnaye, 1837)",species
gi-G-4TDW,gi-G-B3Y,"Haplochelidon Todd, 1929",genus
gi-G-8HBPX,gi-G-B6LRK,"Cicadellidae Latreille, 1825",family
gi-G-B6LRK,gi-G-BXWD8,"Membracoidea Rafinesque, 1815",superfamily
gi-G-BXWD8,gi-G-BXWCS,"Cicadomorpha Evans, 1946",infraorder
gi-G-BXWCS,gi-G-BXVWV,"Auchenorrhyncha Duméril, 1806",suborder
gi-G-BXVWV,gi-G-H6,"Hemiptera Linnaeus, 1758",order
gi-G-5CDGD,gi-G-896W,"Xerospermophilus mohavensis (Merriam, 1889)",species
gi-G-896W,gi-G-93N4J,"Xerospermophilus Merriam, 1892",genus
gi-G-93N4J,gi-G-KHX,"Marmotini Pocock, 1923",tribe
gi-G-KHX,gi-G-G48,"Xerinae Osborn, 1910",subfamily
gi-G-4SCSC,gi-G-78YF,"Rhizomys sumatrensis (Raffles, 1821)",species
gi-G-78YF,gi-G-K9K,"Rhizomys Gray, 1831",genus
gi-G-K9K,gi-G-GF5,"Rhizomyinae Winge, 1887",subfamily
gi-G-GF5,gi-G-622LW,"Spalacidae Gray, 1821",family
gi-G-3VWZL,gi-G-5G9V,Lomatium canbyi (J. M. Coult. & Rose) J. M. Coult. & Rose,species
gi-G-5G9V,gi-G-J5W,Lomatium Raf.,genus
gi-G-J5W,gi-G-6KC,Apioideae (Drude) Thorne ex Royen,subfamily
gi-G-6KC,gi-G-BMH4H,Apiaceae Lindl.,family
gi-G-4KRZM,gi-G-63NLG,"Podoxymys roraimae Anthony, 1929",species
gi-G-63NLG,gi-G-93N26,"Podoxymys Anthony, 1929",genus
gi-G-776PX,gi-G-6M4W,"Petrogale godmani Thomas, 1923",species
gi-G-6M4W,gi-G-628L6,"Petrogale Gray, 1837",genus
gi-G-628L6,gi-G-CBD,"Macropodinae Gray, 1821",subfamily
gi-G-CBD,gi-G-6238Q,"Macropodidae Gray, 1821",family
gi-G-6238Q,gi-G-35B,"Macropodiformes Ameghino, 1889",suborder
gi-G-35B,gi-G-LJ,"Diprotodontia Owen, 1866",order
gi-G-LJ,gi-G-924GT,"Metatheria Huxley, 1880",infraclass
gi-G-6K48P,gi-G-4LCK,"Fulvetta striaticollis (J. Verreaux, 1870)",species
gi-G-4LCK,gi-G-626LT,"Fulvetta David & Oustalet, 1877",genus
gi-G-626LT,gi-G-3RL,"Sylviidae Leach, 1820",family
gi-G-6Z5RB,gi-G-63SD9,Solanum adscendens Sendtn.,species
gi-G-6FL75,gi-G-62S8X,"Eophona migratoria Hartert, 1903",species
gi-G-62S8X,gi-G-6244D,"Eophona Gould, 1851",genus
gi-G-3B2BY,gi-G-62RKX,"Erinaceus amurensis Schrenk, 1859",species
gi-G-62RKX,gi-G-93MTZ,"Erinaceus Linnaeus, 1758",genus
gi-G-93MTZ,gi-G-623NY,"Erinaceinae G. Fischer, 1814",subfamily
gi-G-623NY,gi-G-376,"Erinaceidae G. Fischer, 1814",family
gi-G-376,gi-G-LG,"Erinaceomorpha Gregory, 1910",order
gi-G-3FBSC,gi-G-4M9W,"Garrulus lidthi Bonaparte, 1850",species
gi-G-4M9W,gi-G-8L6,"Garrulus Brisson, 1760",genus
gi-G-6GY3Y,gi-G-4G4X,"Euodice cantans (Gmelin, 1789)",species
gi-G-4G4X,gi-G-623Q5,"Euodice Reichenbach, 1862",genus
gi-G-5BLQZ,gi-G-872G,Vitis giradiana Munson,species
gi-G-872G,gi-G-KHJ,Vitis L.,genus
gi-G-KHJ,gi-G-6273G,Vitoideae Eaton,subfamily
gi-G-6273G,gi-G-B7VY4,Vitaceae Juss.,family
gi-G-B7VY4,gi-G-MG,Vitales Juss. ex Bercht. & J. Presl,order
gi-G-6V6GV,gi-G-6M5V,"Petropseudes dahli (Collett, 1895)",species
gi-G-6M5V,gi-G-K84,"Petropseudes Thomas, 1923",genus
gi-G-K84,gi-G-F85,"Pseudocheirinae Winge, 1893",subfamily
gi-G-F85,gi-G-5H7,"Pseudocheiridae Winge, 1893",family
gi-G-5H7,gi-G-622WY,"Petauroidea Bonaparte, 1838",superfamily
gi-G-622WY,gi-G-35B,"Phalangeriformes Szalay in Archer (ed.), 1982",suborder
gi-G-6XLPZ,gi-G-63S27,Sarcodes sanguinea Torr.,species
gi-G-63S27,gi-G-93LTB,Sarcodes Torr.,genus
gi-G-93LTB,gi-G-623P8,Monotropoideae Arn.,subfamily
gi-G-6S4P8,gi-G-5WRM,Myrtillocactus schenckii (J. A. Purpus) Britton & Rose,species
gi-G-5WRM,gi-G-93LST,Myrtillocactus Console,genus
gi-G-93LST,gi-G-7HS,Cactoideae Eaton,subfamily
gi-G-7HS,gi-G-BMH4R,Cactaceae Juss.,family
gi-G-4BMQH,gi-G-6BJV,"Oxyurichthys lonchotus (Jenkins, 1903)",species
gi-G-6BJV,gi-G-623LH,Oxyurichthys,genus
gi-G-623LH,gi-G-PC,Gobiidae,family
gi-G-FYYR,gi-G-62CRB,"Apteryx mantelli Bartlett, 1852",species
gi-G-62CRB,gi-G-6LS,"Apteryx Shaw, 1813",genus
gi-G-6LS,gi-G-QC,Apterygidae,family
gi-G-QC,gi-G-V2,Apterygiformes,order
gi-G-663H7,gi-G-7NNBQ,"Aglaophenia tubulifera (Hincks, 1861)",species
gi-G-7NNBQ,gi-G-7NFVF,"Aglaophenia Lamouroux, 1812",genus
gi-G-7NFVF,gi-G-7NGWL,"Aglaopheniidae Marktanner-Turneretscher, 1890",family
gi-G-7NGWL,gi-G-8ZXH6,"Plumularioidea McCrady, 1859",superfamily
gi-G-8ZXH6,gi-G-7NF5F,"Leptothecata Cornelius, 1992",order
gi-G-7NF5F,gi-G-B8V3X,"Hydroidolina Collins, 2000",subclass
gi-G-B8V3X,gi-G-CN2,"Hydrozoa Owen, 1843",class
gi-G-44B7Y,gi-G-63CZN,"Monticola gularis (Swinhoe, 1863)",species
gi-G-63CZN,gi-G-CZN,"Monticola F. Boie, 1822",genus
gi-G-37CQJ,gi-G-632VV,"Dorcopsis hageni Heller, 1897",species
gi-G-632VV,gi-G-628L6,"Dorcopsis Schlegel & Müller, 1845",genus
gi-G-BQQNT,gi-G-3DMTP,Exochorda racemosa subsp. racemosa,subspecies
gi-G-3DMTP,gi-G-4HW9,Exochorda racemosa (Lindl.) Rehder,species
gi-G-4HW9,gi-G-BVBB9,Exochorda Lindl.,genus
gi-G-BVBB9,gi-G-FTK,Amygdaloideae Arn.,subfamily
gi-G-4WQCM,gi-G-7FMF,"Sephanoides fernandensis (P. P. King, 1831)",species
gi-G-7FMF,gi-G-KGD,"Sephanoides G. R. Gray, 1840",genus
gi-G-3WL97,gi-G-5HKL,"Lycognathophis seychellensis (Schlegel, 1837)",species
gi-G-5HKL,gi-G-8G9,Lycognathophis,genus
gi-G-4Q33R,gi-G-64365,"Pteropus samoensis Peale, 1848",species
gi-G-64365,gi-G-7NM9D,"Pteropus Brisson, 1762",genus
gi-G-7NM9D,gi-G-K8P,"Pteropodini Gray, 1821",tribe
gi-G-K8P,gi-G-FDD,"Pteropodinae Gray, 1821",subfamily
gi-G-FDD,gi-G-4FY,"Pteropodidae Gray, 1821",family
gi-G-3K4NZ,gi-G-635JB,Helenium virginicum S. F. Blake,species
gi-G-635JB,gi-G-J6T,Helenium L.,genus
gi-G-58863,gi-G-7Z4Y,"Trichechus manatus Linnaeus, 1758",species
gi-G-7Z4Y,gi-G-626R7,"Trichechus Linnaeus, 1758",genus
gi-G-626R7,gi-G-B6L7M,"Trichechidae Gill, 1872",family
gi-G-B6L7M,gi-G-LG,"Sirenia Illiger, 1811",order
gi-G-4TPZM,gi-G-7B4R,Rumex verticillatus L.,species
gi-G-5Z6WQ,gi-G-3Q54,"Circus aeruginosus (Linnaeus, 1758)",species
gi-G-3Q54,gi-G-5W6,"Circus Lacepede, 1799",genus
gi-G-5D8NQ,gi-G-8B88,"Zosterops palpebrosus (Temminck, 1824)",species
gi-G-9XW87,gi-G-9XDNB,"Penaeus vannamei Boone, 1931",species
gi-G-9XDNB,gi-G-BV3P6,"Penaeus Fabricius, 1798",genus
gi-G-BV3P6,gi-G-BRKNM,"Penaeidae Rafinesque, 1815",family
gi-G-BRKNM,gi-G-BMJWQ,"Penaeoidea Rafinesque, 1815",superfamily
gi-G-BMJWQ,gi-G-33N,"Dendrobranchiata Spence Bate, 1888",suborder
gi-G-5H6Q2,gi-G-9K2K4,Erodium cicutarium subsp. cicutarium,subspecies
gi-G-9K2K4,gi-G-62RQR,Erodium cicutarium (L.) L'Hér.,species
gi-G-62RQR,gi-G-623GK,Erodium L'Hér.,genus
gi-G-623GK,gi-G-B7VXP,Geraniaceae Juss.,family
gi-G-B7VXP,gi-G-MG,Geraniales Juss. ex Bercht. & J. Presl,order
gi-G-BNFWM,gi-G-9XQYN,Fragaria chiloensis subsp. lucida (Vilm.) Staudt,subspecies
gi-G-9XQYN,gi-G-4KYG,Fragaria chiloensis (L.) Mill.,species
gi-G-4KYG,gi-G-628NC,Fragaria L.,genus
gi-G-5FR9P,gi-G-GBPQ,Arctostaphylos purissima subsp. purissima,subspecies
gi-G-GBPQ,gi-G-62CT9,Arctostaphylos purissima P. V. Wells,species
gi-G-62CT9,gi-G-93LSQ,Arctostaphylos Adans.,genus
gi-G-93LSQ,gi-G-623P8,Arbutoideae (Meisn.) Nied.,subfamily
gi-G-3KTMJ,gi-G-637C9,"Hemitriccus nidipendulus (Wied-Neuwied, 1831)",species
gi-G-6QMNG,gi-G-5GBZ,"Lonchura flaviprymna (Gould, 1845)",species
gi-G-5GBZ,gi-G-623Q5,"Lonchura Sykes, 1832",genus
gi-G-BPB9N,gi-G-3BYM3,Eucrypta chrysanthemifolia var. bipinnatifida (Torr.) Constance,variety
gi-G-3BYM3,gi-G-4FCS,Eucrypta chrysanthemifolia (Benth.) Greene,species
gi-G-4FCS,gi-G-B8V,Eucrypta Nutt.,genus
gi-G-GVSH,gi-G-62CGX,"Artediellichthys nigripinnis (Schmidt, 1937)",species
gi-G-62CGX,gi-G-8MC,Artediellichthys,genus
gi-G-8MC,gi-G-42M,Cottidae,family
gi-G-56LQD,gi-G-7WB9,"Threskiornis melanocephalus (Latham, 1790)",species
gi-G-7WB9,gi-G-KFC,"Threskiornis G. R. Gray, 1842",genus
gi-G-KFC,gi-G-H89,"Threskiornithinae Poche, 1904",subfamily
gi-G-H89,gi-G-3RZ,"Threskiornithidae Poche, 1904",family
gi-G-39HWB,gi-G-4BC4,"Empidonax difficilis S. F. Baird, 1858",species
gi-G-4BC4,gi-G-HMW,"Empidonax Cabanis, 1855",genus
gi-G-VB4F,gi-G-62LBH,Cicuta bulbifera L.,species
gi-G-62LBH,gi-G-J5W,Cicuta L.,genus
gi-G-64G6Y,gi-G-627QR,"Accipiter princeps Mayr, 1934",species
gi-G-BNMTV,gi-G-3XTLF,"Mandrillus leucophaeus leucophaeus (F. Cuvier, 1807)",subspecies
gi-G-3XTLF,gi-G-62ZM2,"Mandrillus leucophaeus (F. Cuvier, 1807)",species
gi-G-62ZM2,gi-G-L4C,"Mandrillus Ritgen, 1824",genus
gi-G-L4C,gi-G-JB3,Papionini,tribe
gi-G-JB3,gi-G-7X9,"Cercopithecinae Gray, 1821",subfamily
gi-G-BP8XR,gi-G-RYSN,Ceanothus papillosus subsp. papillosus,subspecies
gi-G-RYSN,gi-G-62KF2,Ceanothus papillosus Torr. & A. Gray,species
